t,power,slowness,back_azi
2020-01-01T01:30:47.115000Z,1057479.7692559822,0.16,153.0
2020-01-01T01:30:47.125000Z,1066153.9596154697,0.44,327.0
2020-01-01T01:30:47.135000Z,946876.6899428747,0.08,264.0
2020-01-01T01:30:47.145000Z,1014259.3857168902,0.08,264.0
2020-01-01T01:30:47.155000Z,1007018.8310256323,0.08,264.0
2020-01-01T01:30:47.165000Z,1044719.3261060318,0.36,147.0
2020-01-01T01:30:47.175000Z,989059.1118100383,0.16,183.0
2020-01-01T01:30:47.185000Z,1082802.201987945,0.16,186.0
2020-01-01T01:30:47.195000Z,916012.8843105817,0.16,186.0
2020-01-01T01:30:47.205000Z,850941.1332580276,0.44,186.0
2020-01-01T01:30:47.215000Z,874325.1496030265,0.6,300.0
2020-01-01T01:30:47.225000Z,952777.692619306,0.16,87.0
2020-01-01T01:30:47.235000Z,902423.9392490987,0.56,327.0
2020-01-01T01:30:47.245000Z,1096001.2110717648,0.88,159.0
2020-01-01T01:30:47.255000Z,1183339.377890835,0.88,159.0
2020-01-01T01:30:47.265000Z,1030170.9638773847,0.32,180.0
2020-01-01T01:30:47.275000Z,1084417.7609212978,0.32,174.0
2020-01-01T01:30:47.285000Z,907153.9259772373,0.36,171.0
2020-01-01T01:30:47.295000Z,1014811.994816445,0.32,174.0
2020-01-01T01:30:47.305000Z,1018370.4070624234,0.32,177.0
2020-01-01T01:30:47.315000Z,996803.5223902053,0.6,264.0
2020-01-01T01:30:47.325000Z,1090218.3566591,0.6,264.0
2020-01-01T01:30:47.335000Z,1010982.4229008264,0.6,264.0
2020-01-01T01:30:47.345000Z,931404.8528735824,0.32,177.0
2020-01-01T01:30:47.355000Z,973841.7640025938,0.84,357.0
2020-01-01T01:30:47.365000Z,965596.7758823769,0.84,357.0
2020-01-01T01:30:47.375000Z,1115592.786760778,0.84,357.0
2020-01-01T01:30:47.385000Z,991328.0078748519,0.84,357.0
2020-01-01T01:30:47.395000Z,967385.5876813722,0.16,306.0
2020-01-01T01:30:47.405000Z,774654.0665708251,0.16,306.0
2020-01-01T01:30:47.415000Z,703904.5493754933,0.6,282.0
2020-01-01T01:30:47.425000Z,704606.6537480062,0.6,282.0
2020-01-01T01:30:47.435000Z,868439.6145319976,0.6,282.0
2020-01-01T01:30:47.445000Z,866216.8992007643,0.6,282.0
2020-01-01T01:30:47.455000Z,1125854.762851921,0.6,282.0
2020-01-01T01:30:47.465000Z,1042464.813657157,0.6,282.0
2020-01-01T01:30:47.475000Z,1086035.46946238,0.84,186.0
2020-01-01T01:30:47.485000Z,976513.1712740634,0.84,186.0
2020-01-01T01:30:47.495000Z,1054512.0752416365,0.56,282.0
2020-01-01T01:30:47.505000Z,1032710.9611590124,0.56,282.0
2020-01-01T01:30:47.515000Z,941713.7137279743,0.56,282.0
2020-01-01T01:30:47.525000Z,5337539.557684569,0.16,171.0
2020-01-01T01:30:47.535000Z,24154201.11669659,0.16,171.0
2020-01-01T01:30:47.545000Z,26047412.959786188,0.16,171.0
2020-01-01T01:30:47.555000Z,26519281.619379066,0.16,171.0
2020-01-01T01:30:47.565000Z,26467735.154803086,0.16,171.0
2020-01-01T01:30:47.575000Z,26615941.370029226,0.16,171.0
2020-01-01T01:30:47.585000Z,27748097.6667123,0.16,171.0
2020-01-01T01:30:47.595000Z,27486229.3865625,0.16,171.0
2020-01-01T01:30:47.605000Z,27923930.25361076,0.16,171.0
2020-01-01T01:30:47.615000Z,28760978.967543975,0.16,171.0
2020-01-01T01:30:47.625000Z,29603226.333185162,0.16,171.0
2020-01-01T01:30:47.635000Z,29095242.953713838,0.16,171.0
2020-01-01T01:30:47.645000Z,28932652.818887047,0.16,171.0
2020-01-01T01:30:47.655000Z,29352215.419899337,0.16,171.0
2020-01-01T01:30:47.665000Z,30175097.16558614,0.16,171.0
2020-01-01T01:30:47.675000Z,30162223.66990831,0.16,171.0
2020-01-01T01:30:47.685000Z,30452376.98666211,0.16,171.0
2020-01-01T01:30:47.695000Z,30233598.17812965,0.16,171.0
2020-01-01T01:30:47.705000Z,30080886.242239475,0.16,171.0
2020-01-01T01:30:47.715000Z,28915386.661711615,0.16,171.0
2020-01-01T01:30:47.725000Z,12272593.51422999,0.16,168.0
2020-01-01T01:30:47.735000Z,1891273.6968237283,0.16,162.0
2020-01-01T01:30:47.745000Z,1046110.205866118,0.16,162.0
2020-01-01T01:30:47.755000Z,788007.79247358,0.24,207.0
2020-01-01T01:30:47.765000Z,671770.289320421,0.48,117.0
2020-01-01T01:30:47.775000Z,632953.1704226856,0.4,96.0
2020-01-01T01:30:47.785000Z,671067.6353045,0.28,147.0
2020-01-01T01:30:47.795000Z,687548.8451263299,0.84,210.0
2020-01-01T01:30:47.805000Z,679633.1008334046,0.64,99.0
2020-01-01T01:30:47.815000Z,642044.8799836036,0.28,147.0
2020-01-01T01:30:47.825000Z,744404.0606133759,0.56,114.0
2020-01-01T01:30:47.835000Z,778705.9080636844,0.56,114.0
2020-01-01T01:30:47.845000Z,758454.5206647242,0.72,102.0
2020-01-01T01:30:47.855000Z,947853.5596002643,0.72,105.0
2020-01-01T01:30:47.865000Z,874909.6578094575,0.72,105.0
2020-01-01T01:30:47.875000Z,831604.0494806718,0.68,102.0
2020-01-01T01:30:47.885000Z,891271.5327805701,0.72,219.0
2020-01-01T01:30:47.895000Z,841225.109311742,1.0,243.0
2020-01-01T01:30:47.905000Z,870754.2692146066,1.0,243.0
2020-01-01T01:30:47.915000Z,1000083.3228171474,0.16,171.0
2020-01-01T01:30:47.925000Z,1139733.4720310662,0.16,171.0
2020-01-01T01:30:47.935000Z,1030302.5789172358,0.16,171.0
2020-01-01T01:30:47.945000Z,975085.9218610316,0.16,168.0
2020-01-01T01:30:47.955000Z,1055008.134653509,0.16,174.0
2020-01-01T01:30:47.965000Z,1014186.7405280935,1.0,0.0
2020-01-01T01:30:47.975000Z,1017193.7410597191,0.2,177.0
2020-01-01T01:30:47.985000Z,996459.4113786602,0.2,177.0
2020-01-01T01:30:47.995000Z,939167.2812386801,0.76,24.0
2020-01-01T01:30:48.005000Z,1009092.3372988453,0.76,24.0
2020-01-01T01:30:48.015000Z,1028274.4512368703,0.56,150.0
2020-01-01T01:30:48.025000Z,1256581.4346495015,0.24,150.0
2020-01-01T01:30:48.035000Z,1216050.795168098,0.92,90.0
2020-01-01T01:30:48.045000Z,1148256.101899794,0.92,90.0
2020-01-01T01:30:48.055000Z,1092071.4502910443,0.92,90.0
2020-01-01T01:30:48.065000Z,851924.5705540588,0.24,150.0
2020-01-01T01:30:48.075000Z,837444.5730954069,0.24,279.0
2020-01-01T01:30:48.085000Z,1120772.7859145883,0.92,6.0
2020-01-01T01:30:48.095000Z,1556425.156275864,0.2,135.0
2020-01-01T01:30:48.105000Z,1924116.7688227831,0.2,135.0
2020-01-01T01:30:48.115000Z,1839946.552816417,0.2,138.0
2020-01-01T01:30:48.125000Z,1971909.870208898,0.2,138.0
2020-01-01T01:30:48.135000Z,1937563.353976452,0.2,138.0
2020-01-01T01:30:48.145000Z,1930101.0485094364,0.2,138.0
2020-01-01T01:30:48.155000Z,20282773.309993412,0.2,294.0
2020-01-01T01:30:48.165000Z,28992547.867816232,0.2,297.0
2020-01-01T01:30:48.175000Z,29004967.05774821,0.2,297.0
2020-01-01T01:30:48.185000Z,29049736.82308709,0.2,297.0
2020-01-01T01:30:48.195000Z,29361587.415659335,0.2,297.0
2020-01-01T01:30:48.205000Z,29084830.767394107,0.2,297.0
2020-01-01T01:30:48.215000Z,29404137.261464745,0.2,297.0
2020-01-01T01:30:48.225000Z,28816763.071245845,0.2,297.0
2020-01-01T01:30:48.235000Z,28741362.435187653,0.2,297.0
2020-01-01T01:30:48.245000Z,28598278.6520299,0.2,297.0
2020-01-01T01:30:48.255000Z,28605981.48483472,0.2,297.0
2020-01-01T01:30:48.265000Z,27771098.532105453,0.2,297.0
2020-01-01T01:30:48.275000Z,27985114.448761612,0.2,297.0
2020-01-01T01:30:48.285000Z,27879440.033038236,0.2,297.0
2020-01-01T01:30:48.295000Z,27404789.643190313,0.2,297.0
2020-01-01T01:30:48.305000Z,27357448.246058762,0.2,297.0
2020-01-01T01:30:48.315000Z,27247940.287609715,0.2,297.0
2020-01-01T01:30:48.325000Z,26879442.153281465,0.2,297.0
2020-01-01T01:30:48.335000Z,26957968.577907506,0.2,297.0
2020-01-01T01:30:48.345000Z,21164252.594545435,0.2,297.0
2020-01-01T01:30:48.355000Z,2445602.9130568514,0.16,294.0
2020-01-01T01:30:48.365000Z,1239045.9359664433,0.28,183.0
2020-01-01T01:30:48.375000Z,1185114.7072123052,0.28,183.0
2020-01-01T01:30:48.385000Z,1283573.5483802059,0.2,150.0
2020-01-01T01:30:48.395000Z,1603637.2182586857,0.2,153.0
2020-01-01T01:30:48.405000Z,1637060.265167954,0.2,156.0
2020-01-01T01:30:48.415000Z,1637368.8320060323,0.16,159.0
2020-01-01T01:30:48.425000Z,1468926.4177888953,0.16,159.0
2020-01-01T01:30:48.435000Z,1472067.4006151757,0.16,162.0
2020-01-01T01:30:48.445000Z,1423989.578045789,0.2,156.0
2020-01-01T01:30:48.455000Z,1809355.0183241891,0.16,165.0
2020-01-01T01:30:48.465000Z,1615716.416086164,0.16,165.0
2020-01-01T01:30:48.475000Z,1414480.645013553,0.16,159.0
2020-01-01T01:30:48.485000Z,1476834.622455305,0.2,153.0
2020-01-01T01:30:48.495000Z,1731630.5685641097,0.16,156.0
2020-01-01T01:30:48.505000Z,1730486.1494091155,0.16,156.0
2020-01-01T01:30:48.515000Z,1602461.2643993984,0.2,153.0
2020-01-01T01:30:48.525000Z,1483675.1820867714,0.2,153.0
2020-01-01T01:30:48.535000Z,1398543.084033122,0.2,153.0
2020-01-01T01:30:48.545000Z,1390497.308132506,0.2,153.0
2020-01-01T01:30:48.555000Z,1605589.1929175283,0.2,153.0
2020-01-01T01:30:48.565000Z,1539600.9296074172,0.24,147.0
2020-01-01T01:30:48.575000Z,1571087.5833286622,0.24,147.0
2020-01-01T01:30:48.585000Z,1330212.4048482175,0.08,261.0
2020-01-01T01:30:48.595000Z,1448471.0454428163,0.08,261.0
2020-01-01T01:30:48.605000Z,1356164.114441238,0.08,261.0
2020-01-01T01:30:48.615000Z,1400364.5372065506,0.08,261.0
2020-01-01T01:30:48.625000Z,1411901.5114893664,0.08,261.0
2020-01-01T01:30:48.635000Z,1504191.6851596385,0.08,264.0
2020-01-01T01:30:48.645000Z,1269647.4142262908,0.08,261.0
2020-01-01T01:30:48.655000Z,1892187.8138928837,0.12,261.0
2020-01-01T01:30:48.665000Z,3330609.7878312888,0.12,258.0
2020-01-01T01:30:48.675000Z,4050459.194835992,0.12,258.0
2020-01-01T01:30:48.685000Z,4282374.827407072,0.12,258.0
2020-01-01T01:30:48.695000Z,4441237.194131573,0.12,258.0
2020-01-01T01:30:48.705000Z,4432391.957844304,0.12,258.0
2020-01-01T01:30:48.715000Z,4764039.221687898,0.12,258.0
2020-01-01T01:30:48.725000Z,4570730.789674978,0.12,258.0
2020-01-01T01:30:48.735000Z,4770668.186549511,0.12,258.0
2020-01-01T01:30:48.745000Z,4910985.049082004,0.12,258.0
2020-01-01T01:30:48.755000Z,5049564.391329808,0.12,258.0
2020-01-01T01:30:48.765000Z,5430110.672027846,0.12,258.0
2020-01-01T01:30:48.775000Z,5300553.041802667,0.12,258.0
2020-01-01T01:30:48.785000Z,5257862.655103805,0.12,258.0
2020-01-01T01:30:48.795000Z,5156585.400875183,0.12,258.0
2020-01-01T01:30:48.805000Z,5178234.905173761,0.12,258.0
2020-01-01T01:30:48.815000Z,5326322.146451338,0.12,258.0
2020-01-01T01:30:48.825000Z,5618504.542872929,0.12,258.0
2020-01-01T01:30:48.835000Z,5304228.321724374,0.12,255.0
2020-01-01T01:30:48.845000Z,5130249.201459097,0.12,255.0
2020-01-01T01:30:48.855000Z,2388511.9934170186,0.12,255.0
2020-01-01T01:30:48.865000Z,1518772.4596649278,0.12,255.0
2020-01-01T01:30:48.875000Z,1190376.8441527726,0.12,255.0
2020-01-01T01:30:48.885000Z,1015338.2932610678,0.12,255.0
2020-01-01T01:30:48.895000Z,1066827.2613049957,0.12,255.0
2020-01-01T01:30:48.905000Z,839019.726983836,0.12,261.0
2020-01-01T01:30:48.915000Z,687073.1578901758,0.76,255.0
2020-01-01T01:30:48.925000Z,797173.6509184497,0.92,135.0
2020-01-01T01:30:48.935000Z,796353.9374744131,0.92,135.0
2020-01-01T01:30:48.945000Z,891094.0069796379,0.32,303.0
2020-01-01T01:30:48.955000Z,1049980.5081647038,0.36,300.0
2020-01-01T01:30:48.965000Z,1550995.4346832358,0.12,174.0
2020-01-01T01:30:48.975000Z,11510008.265780738,0.16,159.0
2020-01-01T01:30:48.985000Z,13268259.711146716,0.16,156.0
2020-01-01T01:30:48.995000Z,13180694.580209838,0.16,156.0
2020-01-01T01:30:49.005000Z,13035332.684445066,0.16,156.0
2020-01-01T01:30:49.015000Z,12989348.590261435,0.16,156.0
2020-01-01T01:30:49.025000Z,12627274.389867682,0.16,156.0
2020-01-01T01:30:49.035000Z,12551198.607221369,0.16,156.0
2020-01-01T01:30:49.045000Z,13575774.04614399,0.16,156.0
2020-01-01T01:30:49.055000Z,13020419.744691007,0.16,156.0
2020-01-01T01:30:49.065000Z,13155630.018111022,0.16,156.0
2020-01-01T01:30:49.075000Z,12863406.86647679,0.16,156.0
2020-01-01T01:30:49.085000Z,12832477.170079416,0.16,156.0
2020-01-01T01:30:49.095000Z,12509531.518035866,0.16,156.0
2020-01-01T01:30:49.105000Z,14500759.642298408,0.16,156.0
2020-01-01T01:30:49.115000Z,20255922.793805066,0.16,156.0
2020-01-01T01:30:49.125000Z,21832872.574500382,0.16,153.0
2020-01-01T01:30:49.135000Z,22179717.29771362,0.16,153.0
2020-01-01T01:30:49.145000Z,22169584.127533674,0.16,156.0
2020-01-01T01:30:49.155000Z,22144352.27100479,0.16,156.0
2020-01-01T01:30:49.165000Z,16240131.856165176,0.16,153.0
2020-01-01T01:30:49.175000Z,7115153.919779787,0.16,153.0
2020-01-01T01:30:49.185000Z,6913612.729531687,0.16,153.0
2020-01-01T01:30:49.195000Z,6527238.130087951,0.16,153.0
2020-01-01T01:30:49.205000Z,8171905.799387865,0.2,294.0
2020-01-01T01:30:49.215000Z,11301952.108618144,0.2,294.0
2020-01-01T01:30:49.225000Z,11114207.858615292,0.2,294.0
2020-01-01T01:30:49.235000Z,11029593.583810732,0.2,294.0
2020-01-01T01:30:49.245000Z,11055848.798518445,0.2,294.0
2020-01-01T01:30:49.255000Z,10660803.699601743,0.2,294.0
2020-01-01T01:30:49.265000Z,10694573.003189355,0.2,294.0
2020-01-01T01:30:49.275000Z,10492609.232144585,0.2,294.0
2020-01-01T01:30:49.285000Z,10824862.0292046,0.2,294.0
2020-01-01T01:30:49.295000Z,10954286.692697117,0.2,294.0
2020-01-01T01:30:49.305000Z,10421636.845560703,0.2,294.0
2020-01-01T01:30:49.315000Z,10882929.415020753,0.24,249.0
2020-01-01T01:30:49.325000Z,15779949.047336921,0.24,249.0
2020-01-01T01:30:49.335000Z,16802786.604601625,0.24,249.0
2020-01-01T01:30:49.345000Z,17142189.938267488,0.24,249.0
2020-01-01T01:30:49.355000Z,17389653.59458496,0.24,249.0
2020-01-01T01:30:49.365000Z,17633504.235568006,0.24,249.0
2020-01-01T01:30:49.375000Z,18126347.99572771,0.24,249.0
2020-01-01T01:30:49.385000Z,18336927.05249088,0.24,249.0
2020-01-01T01:30:49.395000Z,18403542.48318406,0.24,249.0
2020-01-01T01:30:49.405000Z,18848068.935689315,0.24,249.0
2020-01-01T01:30:49.415000Z,19416552.157242574,0.24,249.0
2020-01-01T01:30:49.425000Z,19602860.520328365,0.24,249.0
2020-01-01T01:30:49.435000Z,20624012.304049335,0.24,249.0
2020-01-01T01:30:49.445000Z,20363031.006203502,0.24,249.0
2020-01-01T01:30:49.455000Z,20246148.8064542,0.24,249.0
2020-01-01T01:30:49.465000Z,20287706.173381306,0.24,249.0
2020-01-01T01:30:49.475000Z,20516070.09634663,0.24,249.0
2020-01-01T01:30:49.485000Z,20381204.618777208,0.24,249.0
2020-01-01T01:30:49.495000Z,19658952.621461455,0.24,249.0
2020-01-01T01:30:49.505000Z,11025946.436689341,0.24,246.0
2020-01-01T01:30:49.515000Z,3831129.1832685275,0.28,222.0
2020-01-01T01:30:49.525000Z,2796867.5053163017,0.28,219.0
2020-01-01T01:30:49.535000Z,2326817.0363601698,0.08,150.0
2020-01-01T01:30:49.545000Z,1986143.6035109109,0.16,141.0
2020-01-01T01:30:49.555000Z,1664940.9097459274,0.2,138.0
2020-01-01T01:30:49.565000Z,1759944.0056877162,0.2,138.0
2020-01-01T01:30:49.575000Z,1039204.2644100514,0.2,138.0
2020-01-01T01:30:49.585000Z,956850.5036901433,0.56,195.0
2020-01-01T01:30:49.595000Z,878970.5894498283,0.56,195.0
2020-01-01T01:30:49.605000Z,870447.8708543602,0.2,141.0
2020-01-01T01:30:49.615000Z,761816.9681533593,0.24,141.0
2020-01-01T01:30:49.625000Z,1119180.342077849,0.2,141.0
2020-01-01T01:30:49.635000Z,1299870.112299629,0.2,141.0
2020-01-01T01:30:49.645000Z,1271809.2702741057,0.2,141.0
2020-01-01T01:30:49.655000Z,1200312.748217408,0.2,138.0
2020-01-01T01:30:49.665000Z,1178253.4195289873,0.2,138.0
2020-01-01T01:30:49.675000Z,1125001.474770052,0.2,141.0
2020-01-01T01:30:49.685000Z,897440.8461893465,0.2,144.0
2020-01-01T01:30:49.695000Z,919075.6978443144,0.92,246.0
2020-01-01T01:30:49.705000Z,802683.4192241747,0.92,336.0
2020-01-01T01:30:49.715000Z,883882.9837247423,0.88,246.0
2020-01-01T01:30:49.725000Z,865735.9776651688,0.88,246.0
2020-01-01T01:30:49.735000Z,755923.780800299,0.88,165.0
2020-01-01T01:30:49.745000Z,823920.4607205521,0.84,279.0
2020-01-01T01:30:49.755000Z,846173.4114205993,0.4,270.0
2020-01-01T01:30:49.765000Z,847551.0186822879,0.4,270.0
2020-01-01T01:30:49.775000Z,935011.0054050331,0.28,159.0
2020-01-01T01:30:49.785000Z,1073216.856992971,0.24,165.0
2020-01-01T01:30:49.795000Z,1126786.5802009504,0.28,162.0
2020-01-01T01:30:49.805000Z,1213487.8149872546,0.32,162.0
2020-01-01T01:30:49.815000Z,1448142.769396212,0.28,162.0
2020-01-01T01:30:49.825000Z,1889908.6465046462,0.28,162.0
2020-01-01T01:30:49.835000Z,1958236.1121794973,0.32,159.0
2020-01-01T01:30:49.845000Z,1960484.8600964993,0.32,162.0
2020-01-01T01:30:49.855000Z,1993678.6535498064,0.32,159.0
2020-01-01T01:30:49.865000Z,1915024.1387840277,0.32,159.0
2020-01-01T01:30:49.875000Z,1480789.6634964983,0.28,159.0
2020-01-01T01:30:49.885000Z,1148271.826049906,0.24,144.0
2020-01-01T01:30:49.895000Z,1076547.4023886179,0.24,162.0
2020-01-01T01:30:49.905000Z,1131154.8836480542,0.24,162.0
2020-01-01T01:30:49.915000Z,1206057.1740993862,0.24,159.0
2020-01-01T01:30:49.925000Z,1235072.2572251412,0.24,159.0
2020-01-01T01:30:49.935000Z,1150137.229234122,0.24,162.0
2020-01-01T01:30:49.945000Z,1033933.5331322748,0.24,162.0
2020-01-01T01:30:49.955000Z,923242.1715089272,0.24,165.0
2020-01-01T01:30:49.965000Z,874202.3180853537,0.24,162.0
2020-01-01T01:30:49.975000Z,888758.622009216,0.4,180.0
2020-01-01T01:30:49.985000Z,842856.2912535475,0.4,180.0
2020-01-01T01:30:49.995000Z,883669.8272937805,0.4,180.0
2020-01-01T01:30:50.005000Z,938646.4614802095,0.4,180.0
2020-01-01T01:30:50.015000Z,921831.3067966192,0.16,300.0
2020-01-01T01:30:50.025000Z,892023.0723085502,0.16,300.0
2020-01-01T01:30:50.035000Z,909394.338262258,0.16,300.0
2020-01-01T01:30:50.045000Z,795395.631823223,0.96,240.0
2020-01-01T01:30:50.055000Z,778628.6743149128,0.96,240.0
2020-01-01T01:30:50.065000Z,885934.1781740213,0.76,189.0
2020-01-01T01:30:50.075000Z,991902.4875784069,0.76,189.0
